,created_at,text
246,Sun Jul 30 14:10:49 +0000 2017,"I'll definitely take Matic over Fellaini. 

And most likely long term replacement for Carrick. 

Let's see if it's true!

#MUFC #Transfers"
247,Thu Jul 27 00:25:16 +0000 2017,"We do need the two signings Jose keeps mentioning and then some if we're to challenge for CL.

Second best here.

#MUFC #FCBMUN"
249,Thu Jul 27 00:16:05 +0000 2017,"Suarez's shot, de He's reaction save.  

Most exciting friendly I've seen in a while. 

#MUFC #FCBMUN"
250,Thu Jul 27 00:08:34 +0000 2017,"There is more than one pass, Dear Blind. 
As soon as he gets the ball looks for Lukaku. Rashford had made such a good run. 

#FCBMUN #MUFC"
251,Thu Jul 27 00:02:24 +0000 2017,"Valencia had a terrible game against Barca in 2009, in 2011 and even today. 

Step up, man.  

#FCBMUN #MUFC"
252,Wed Jul 26 23:48:44 +0000 2017,"Paul Labile!

What an effort. 

#FCBMUM"
253,Wed Jul 26 23:36:24 +0000 2017,"Lukaku should've buried that. 

#FCBMUN"
254,Wed Jul 26 09:34:08 +0000 2017,"To serve the nation, to defend the nation and to win wars for the nation is something only heroes get to do.
Jai Jawan!
#KargilVijayDiwas"
256,Mon Jul 10 19:25:32 +0000 2017,"That game underscores Rafa's desire to win this. 

#Wimbledon"
257,Mon Jul 10 19:22:55 +0000 2017,"Rafa might want to play for 5 hours and then some!

#Wimbledon"
258,Mon Jul 10 19:15:57 +0000 2017,"What a game. 

Nadal's never say die spirit and refusal to give up are inspirational. 

Brilliant game. 

#Wimbledon"
260,Sun Jul 09 12:33:32 +0000 2017,"I know it's best for all parties but Roo leaving still hurts.

Loved him.
Proper legend.

#MUFC"
262,Sun Jul 09 12:30:38 +0000 2017,"With considerably lesser pressure and more positional liberty, please turn back the clock and become the lethal Wazza we fell in love with."
263,Sun Jul 09 12:28:58 +0000 2017,"That overhead kick against City is easily the best goal I've ever seen.

Your passion for the game and hunger for wins is amazing, Wazza."
264,Sun Jul 09 12:27:30 +0000 2017,"Wayne Rooney was such an important part of falling in love with this game.
Legend. Hero.
Goodbye, Wazza.

#ThankYouRooney #MUFC #EFC"
265,Sun Jul 09 12:25:31 +0000 2017,"Good luck, Wazza. https://t.co/fCnCCcgiZC"
267,Thu Jul 06 09:29:25 +0000 2017,"Despite what media is saying, I really hope United buy Morata too.

It'll one hell of a statement of intent.

#MUFC"
268,Thu Jul 06 09:28:45 +0000 2017,"Romelu Lukaku.

Bloody brilliant!"
270,Thu Jul 06 06:57:28 +0000 2017,"Lukaku, Morata, Rashford, Martial.
SHOULD it happen, very few defenses would be able to stop us.

Please make it happen Ed, Jose.

#MUFC"
271,Mon Jul 03 17:21:05 +0000 2017,Live #Wimbledon on Twitter. Brilliant.
273,Sun Jun 18 14:46:15 +0000 2017,"Drop cricket, watch hockey, football, badminton, archery or some other sport.

Cricket is why other sports don't do well in India."
274,Thu Jun 15 16:16:13 +0000 2017,"Romero out, Donnarumma in! :p

Should he move to Real, what a signing it would be.
Gives Navas time as #1 and Gigi plays for the Galacticos."
275,Thu Jun 15 15:56:45 +0000 2017,"Love the new @Twitter UI.

Simple is beautiful."
276,Sun Jun 11 03:09:22 +0000 2017,"Victor Lindelof looks like he'll fit right into our defense.

Lindelof-Bailly CB pair. Wow.

#MUFC #WelcomeLindelof"
278,Fri Jun 09 18:48:31 +0000 2017,"It appears that United have a chance to sign Ibra once he's fit. 
What a mid season boost he could provide next season. 

#MUFC #ibrahimovic"
279,Fri Jun 09 18:45:53 +0000 2017,"Ibra has proven himself every time. 
Lethal combination of hard work, talent and attitude. 
Absolute legend. 
Good luck ahead. 

#MUFC #Ibra"
280,Thu Jun 08 16:40:16 +0000 2017,"@Scholesholic Cheers, mate."
281,Thu Jun 08 15:28:48 +0000 2017,"Been reading rumors about Morata to United.
Hope it happens. Need a good finisher.

#MUFC #Transfers"
282,Mon Jun 05 15:43:46 +0000 2017,"RIP Cheick Tiote.

We'll always remember you for that 4-4 goal."
283,Sun Jun 04 15:22:20 +0000 2017,"Well done, Carras."
284,Sun Jun 04 14:43:50 +0000 2017,"Love Berba.
Hopefully he gets on the scoresheet."
285,Sun Jun 04 14:15:49 +0000 2017,"Ji has so much energy.
Can play for a few more years."
286,Sun Jun 04 14:13:07 +0000 2017,"Clarence Seedorf, dominating play.

What a player he was."
287,Sun Jun 04 14:11:49 +0000 2017,This is a dose of nostalgia!
289,Sun Jun 04 14:11:08 +0000 2017,Vida you fucking beauty!
290,Sun Jun 04 13:56:59 +0000 2017,"Scholesy, you legend!"
291,Sat Jun 03 19:16:25 +0000 2017,"Juve. 
Win this, now."
292,Wed May 31 19:01:18 +0000 2017,"14 hours, 13 episodes. 

One Nation, Underwood. 

#HouseOfCards5"
294,Wed May 24 21:20:11 +0000 2017,"Perhaps, the last time Rooney stepped on as a United player.

He's a legend, period.
Thanks for everything, Wazza.

#MUFC"
295,Wed May 24 21:17:54 +0000 2017,"Like Moscow in '08, Stockholm is Red today.
The red of the devils.

#MUFC"
296,Wed May 24 21:15:41 +0000 2017,"Romero, Blind, Herrera didn't put a foot wrong today.
Fantastic displays.

#MUFC #europaleaguefinal"
297,Wed May 24 21:09:40 +0000 2017,"You see Mourinho's passion and desire to win and compare that to LvG or Moyes.

Finally, a manager that United deserves!

#MUFC"
298,Wed May 24 21:08:21 +0000 2017,"All eyes on Woody now.
Jose is going to have a good big shopping list ;)

#MUFC #europaleaguefinal"
299,Wed May 24 21:02:54 +0000 2017,"José. 
We love you so much. 

Oh, United. We love you so much. 

#MUFC #europaleaguefinal"
300,Wed May 24 20:48:32 +0000 2017,"What a brilliant gesture by United to form a guard of honour for Ajax. 

It's the beautiful sport. 

#MUFC #europaleaguefinal"
301,Wed May 24 20:47:16 +0000 2017,"Credit to Ajax for reaching so far with such a young team. 
Bright future ahead. 

Good luck!

#MUFC #europaleaguefinal"
303,Wed May 24 20:40:57 +0000 2017,"Set complete. 

Thanks, José. 

#MUFC #europaleaguefinal"
304,Wed May 24 20:39:14 +0000 2017,"Champione Champione Ole Ole Ole!

#MUFC"
305,Wed May 24 19:53:04 +0000 2017,"Welcome back, Mkhi. 
Love you. https://t.co/G2hb4oBwof"
306,Wed May 24 19:41:45 +0000 2017,"45' to make it a successful season.

Come on, Jose.
Come on, United. 

#MUFC #europaleaguefinal"
307,Wed May 24 19:40:37 +0000 2017,"Mou is right in playing it cautiously but it doesn't mean midfield can slack off
Need more intensity, more control.
#MUFC #europaleaguefinal"
308,Wed May 24 19:38:41 +0000 2017,"Midfield simply has to produce more.
Relying too much on Pog.

Full backs too have been caught out by pace.

#MUFC #europaleaguefinal"
309,Wed May 24 19:36:59 +0000 2017,"Smalling, every ball is a straight long ball.
Mata, won't mark his man.
Fellaini, can't pass 3 yards.

Step up!

#MUFC #europaleaguefinal"
310,Wed May 24 19:34:54 +0000 2017,"Need to focus here.

Mkhi, you're playing a European final - where's your head at!

#MUFC #europaleaguefinal"
311,Wed May 24 18:19:11 +0000 2017,"Let's complete the trophy set.
Let's do this you beautiful bastards!

Glory Glory Man United!

#BELIEVE #europaleaguefinal #MUFC"
312,Wed May 24 18:16:22 +0000 2017,"I have always respected and admired Ajax as a club.

May the best team win, hope that it is us.

#europaleaguefinal #MUFC"
313,Wed May 24 18:14:25 +0000 2017,"The last two European finals against Barcelona have been heartbreaking.

Really hoping we win this today.

#europaleaguefinal #MUFC"
314,Wed May 24 18:11:07 +0000 2017,"Fellaini. WHY, Jose? WHY!

#europaleaguefinal #MUFC"
316,Sun May 21 16:01:48 +0000 2017,"Spurs 7-1.
Amazing.

They've been playing some of the most watchable football. Bright future ahead for them."
317,Sun May 21 14:57:07 +0000 2017,"Brilliant to see attack-minded football from Jose's Juniors.
Nicky Butt and staff deserve massive credit.

#MUFC #MUNCRY"
318,Sun May 21 13:07:49 +0000 2017,"Roo, Lingard starting today - so hopefully no action for them in the finals.

Boosts our chances.

#MUFC #MUNCRY"
319,Sun May 21 13:06:40 +0000 2017,"What a great experience it'll be for the young lads at Old Trafford.

 #MUFC #MUNCRY"
321,Sun May 14 16:26:23 +0000 2017,"What is Lingard up to. Never in position, never influencing the game.
Same goes for Mata + always running offside.
Disgrace.

#MUFC #TOTMUN"
322,Sun May 14 16:24:06 +0000 2017,"If we're able to do Lukaku for Rooney plus cash, we'd be killing two birds with a stone.

#MUFC #TOTMUN"
323,Sun May 14 16:22:46 +0000 2017,"It seems with like without him there's no connection between attack and defense.
Too dependent. 
No Pogba, no Party.

#MUFC #TOTMUN"
324,Sun May 14 16:21:18 +0000 2017,"Mou knows he simply has to buy 3/4 attacking players.
Otherwise, might as well let Ajax play CL next season.

#MUFC #UEL #TOTMUN"
325,Sun May 14 16:20:10 +0000 2017,"No desire to attack.
No players who can attack.
Very very poor from us.

#MUFC #TOTMUN"
326,Sun May 14 16:19:21 +0000 2017,"Rooney, Fellaini, Lingard, Mata, Darmian, Smalling should be binned.

Never going to win the league with them.

#MUFC #TOTMUN"
327,Sun May 14 16:18:04 +0000 2017,"Oh, Rooney.
I have loved you so much but now is the time to go.

#MUFC #TOTMUN"
329,Sun Apr 30 13:11:44 +0000 2017,"Boro, Watford and Spurs, please for the love of god WIN!"
330,Sun Apr 30 13:07:43 +0000 2017,"Benjamin Disraeli: ""There are three kinds of lies: lies, damned lies, and statistics.""

25 Unbeaten.

#MUFC #MUNSWA"
331,Sun Apr 30 13:05:48 +0000 2017,"I don't know what we need to do but we need to do something because this is simply below average from United.
Jose, rise.

#MUFC #MUNSWA"
332,Sun Apr 30 12:58:58 +0000 2017,"What a poor game.

Sums up our season. 
Top 4 is gone now then.

Gutted.

#MUFC #MUNSWA"
333,Sun Apr 30 12:00:05 +0000 2017,"I hope Mourinho is giving the lads a good dressing down.

The football was no where near the standards of this football club.

#MUFC #MUNSWA"
334,Sun Apr 30 11:57:50 +0000 2017,"Herrera and Martial have to get Rash in quicker.

He's getting frustrated up top.

#MUFC #MUNSWA"
335,Sun Apr 30 11:54:33 +0000 2017,"Really poor half.
Shaw's injury, terrible.
Bad refereeing decision but fortunately Wazza buried it.
Got to do better. 

#MUFC #MUNSWA"
336,Thu Apr 27 20:58:57 +0000 2017,"If this is the end of Marouane Fellaini, I'll take it.
Please never wear this beautiful red shirt again.

#MUFC #MCIMUN"
338,Thu Apr 27 20:58:08 +0000 2017,"The unbeaten run goes on but the top 4 is slowly going away given we have that Spurs game.

#MUFC #MCIMUN"
339,Thu Apr 27 20:55:57 +0000 2017,"Fellaini you dumb a-hole.
How are you still a United player.

Do fuck off.

#MUFC #MCIMUN"
340,Thu Apr 27 19:54:18 +0000 2017,Broadcasting corners in a top-view manner is beyond me.
341,Thu Apr 27 19:51:30 +0000 2017,"Have to put it into Rash's feet much quicker if we want him in, otherwise he'll be caught off every time!

#MUFC #MCIMUN"
342,Thu Apr 27 19:50:06 +0000 2017,"Mkhi and Fellaini have to play much much better in the second half. 
Too sloppy. 

#MUFC #MCIMUN"
343,Sun Apr 23 15:45:46 +0000 2017,"Mou is such a wonderful manager.
Tactically-best in the world.

Has Fellaini mark Barnes, allows Bailly to help Blind.
Genius.
#MUFC #BURMUN"
344,Sun Apr 23 15:44:34 +0000 2017,"Excellent, efficient performance today.

Bailly- what a player.
Confidence boost for Martial, Roo before the derby!

#MUFC #BURMUN"
345,Fri Apr 21 10:22:25 +0000 2017,"Juve Vs. Real final then!

#UCL"
346,Thu Apr 20 19:56:25 +0000 2017,"We seem to lack freshness.
It's all very slow, very lethargic.

#MUFC #UEL"
347,Tue Apr 18 21:04:14 +0000 2017,"100 CL goals. 
Cristiano, I salute you. 

Great effort from Marcelo too."
349,Sun Apr 16 15:51:55 +0000 2017,"Can't take anything for granted,

We did throw our 1-0 lead just 3 days back in Belgium.

#MUFC #MUNCHE"
350,Sun Apr 16 15:51:11 +0000 2017,"Have to admit I didn't think we were set up to win.
But Mou masterclass this.

#MUNCHE #MUFC"
351,Fri Apr 14 13:29:44 +0000 2017,"@ChaiBapchya Yeah.
But on the other end of the spectrum, Dortmund fans invited Monaco fans to their homes after the… https://t.co/1OeCPijJWF"
352,Thu Apr 13 20:03:53 +0000 2017,"Just saw what happened at Lyon-Besiktas.

Gentlemen, it's in bad taste. Calm down and enjoy football.
Down with hooliganism.

#UEL"
353,Thu Apr 13 19:57:48 +0000 2017,"The jumping celebration from Jose just goes to show how much this goal, this competition means to us.

#MUFC #UEL"
354,Thu Apr 13 19:56:52 +0000 2017,"What an enjoyable game of football this has been.

In EPL, opponents just want to defend which makes games dry and boring.

#MUFC #EPL #UEL"
355,Thu Apr 13 19:54:39 +0000 2017,"Mkhi is bloody awesome.
Great cross and a wonderful effort from Rash before that.

I'm lovin' it.

#MUFC #UEL"
356,Wed Apr 12 19:53:08 +0000 2017,"Away goal. Sweet!

Ronaldo doing what he does best!"
357,Tue Apr 11 19:58:46 +0000 2017,"Georgio!
Hows that Suarez!

3-0. 
That should be that for Barca. 

#UCL #JUVEFCB"
359,Tue Apr 11 19:08:45 +0000 2017,"Paula Dybala. 

Oh, what a player. Eye for the goal. 

Two chances. Two goals!"
360,Tue Apr 11 18:56:57 +0000 2017,My money on Juve to win CL this season.
361,Tue Apr 11 18:55:30 +0000 2017,"What a great player Dybala is. 

One chance. One goal. 

Juve dumping Barca out in this round. 

#UCL #JuveFCB"
362,Tue Apr 11 18:29:37 +0000 2017,"Dortmund Monaco, the game we were looking forward could be suspended!?!

Let the beautiful game go ahead peacefully. Shocking."
363,Tue Apr 11 18:22:03 +0000 2017,"Explosion near Dortmund bus, Bartra injured. 
Hope he's fine."
364,Tue Apr 04 21:04:44 +0000 2017,See that Blind- that's how you play at LB.
365,Tue Apr 04 21:03:43 +0000 2017,"Fucking brilliant, this tweet.

Read it, live by it! https://t.co/xZPc9A1cOf"
366,Tue Apr 04 21:01:57 +0000 2017,"Ander, Pog, Mkhi, Shaw, Bailly, DDG, Ibra must play every minute of the season from now.

#MUFC"
367,Tue Apr 04 21:00:48 +0000 2017,"Can't take the stick that comes with this draw.
At Old Trafford: 7 wins, 9 draws. 

#MUFC"
369,Tue Apr 04 20:59:33 +0000 2017,"Fellaini has to go.Simple as that.Never a United player.
Yes, he's scored a few and had a few decent games but so did Macheda.
#MUFC #MUNEVE"
370,Tue Apr 04 20:58:13 +0000 2017,"Need to get our shit together if there's even a chance of getting something from the league this season.

#MUFC #MUNEVE"
371,Tue Apr 04 20:57:18 +0000 2017,"Why do we not start games with this tempo, this desire is beyond me.

We're too happy to play sideways and sit back.

#MUFC #MUNEVE"
372,Tue Apr 04 20:55:39 +0000 2017,"Luke Shaw.
What an effort. Has to be our LB!

#MUFC #MUNEVE https://t.co/ojs3n9WAYE"
373,Tue Apr 04 20:54:35 +0000 2017,"Disappointing despite the late late goal.
Should be winning this.

#MUFC #MUNEVE"
374,Tue Apr 04 20:53:13 +0000 2017,Fergie time to the rescue.
375,Tue Apr 04 20:47:33 +0000 2017,"Can't hit the target. 
Annoying really."
376,Tue Apr 04 19:59:18 +0000 2017,"@sheldonphilips1 If only Fellaini was in the box.
He was sitting deep as a holding mid. We need to flood the box in… https://t.co/4ZFgmtABco"
377,Tue Apr 04 19:57:53 +0000 2017,"Need to turn this around.

For 3 points, for morale, for pride.
Come on Jose, Come on United!

#MUFC #MUNEVE"
378,Tue Apr 04 19:57:05 +0000 2017,"Ander should be burying the chance, even if the angle was against him.

The only player who played half decent.

#MUFC #MUNEVE"
379,Tue Apr 04 19:55:53 +0000 2017,"Fuck this shit, Jose.

Give us 4-4-2.
We'll take a few defeats over the course of the season, but we want goals.

#MUFC #MUNEVE"
380,Tue Apr 04 19:54:17 +0000 2017,"Mkhi/Pogba on for Fellaini.
Shaw for Blind.

Better structure and emphatic finishing needed. This is unbearable.

#MUFC #MUNEVE"
381,Tue Apr 04 19:52:52 +0000 2017,"Excellent from United fans in stoppage time.
Every back pass, every sideways pass booed.

Possession without penetration.

#MUFC #MUNEVE"
382,Tue Apr 04 19:51:46 +0000 2017,"Can't believe I'm saying this of a Jose Mourinho side but no structure in the midfield.

Mkhi has to be playing.

#MUFC #MUNEVE"
383,Tue Apr 04 19:50:15 +0000 2017,"Ibra should be in the 6 yard box, he's at the edge of the box.
No one dashing in. No one gambling.

Unacceptable.

#MUFC #MUNEVE"
384,Tue Apr 04 19:49:06 +0000 2017,"Absolutely awful half.
Why is Fellaini even playing. Can't create, can't finish.

Enough with pivots, we need 2 strikers.

#MUFC #MUNEVE"
386,Thu Mar 16 21:03:05 +0000 2017,"Let's score one or they'll pop up with one on a counter in the last minute.

#MUFC #UEL"
388,Mon Mar 13 20:38:05 +0000 2017,"Was a yellow for Jonesy not a second for Ander.

Oliver, Clattenberg always want to be heroes. Destroy the games.

#MUFC #FACup"
389,Sat Mar 04 14:35:26 +0000 2017,"Ibra Pogba need to start burying chances when they're three feet away.
Shocking"
391,Sat Mar 04 14:33:26 +0000 2017,"God fucking damn it.

How. HOW!

Start scoring FFS"
392,Sat Mar 04 13:31:51 +0000 2017,"Need to win this game. 
Enough points dropped, must get 3 out of this one.

#MUFC #Top4 #MUNBOU"
393,Sat Mar 04 13:30:53 +0000 2017,"How does a PL ref doesn't remember brandishing an earlier yellow to a player is beyond me.
Shaw had to remind him.
#MUFC #MUNBOU #Refs"
394,Sat Mar 04 13:29:35 +0000 2017,"Zlatan might face a retrospective ban for this. Might miss Chelsea in FA Cup.

Should've been avoided.

#MUFC #MUNBOU"
395,Sat Mar 04 13:27:53 +0000 2017,"Mings jumped on Ibra's head with studs. Absolutely awful.

But it was a bit naughty from Ibra as well.

#MUFC #MUNBOU"
397,Sun Feb 26 18:45:18 +0000 2017,"These are the nights we live for.

Glory Glory Man United!

#MUFC"
398,Sun Feb 26 18:29:49 +0000 2017,"Jose. I love you so much. 
Love you so much. 

#MUFC #EFLCupFinal #GGMU"
399,Sun Feb 26 18:29:10 +0000 2017,"Herrera, Pogba what a solid effort. 
Carrick, Valencia too."
400,Sun Feb 26 18:28:08 +0000 2017,"My god have we waited for this. 

Champions again. Feeling like champions, playing like one. 

#mufc #EFLCupFinal #GGMU"
